_id,month,vessel_type,number_of_vessels,gross_tonnage
2091,2016-10,Bulk Carrier,1416,68913.05
2092,2016-10,Tanker,1959,65411.98
2093,2016-10,Passenger,3584,2978.94
2094,2016-10,Barges,827,1342.06
2095,2016-10,Tug,1009,235.5
2096,2016-10,Miscellaneous,788,12004.71
2097,2016-11,Container,1431,63662.38
2098,2016-11,Freighter,923,5197.04
2099,2016-11,Bulk Carrier,1354,67916.75
2100,2016-11,Tanker,1918,66269.33
2101,2016-11,Passenger,3491,4532.67
2102,2016-11,Barges,792,1195.32
2103,2016-11,Tug,948,244.15
2104,2016-11,Miscellaneous,856,12294.18
2105,2016-12,Container,1493,67345.11
2106,2016-12,Freighter,837,4762.96
2107,2016-12,Bulk Carrier,1378,64517.8
2108,2016-12,Tanker,1940,63669.68
2109,2016-12,Passenger,3759,4792.86
2110,2016-12,Barges,822,1280.61
2111,2016-12,Tug,1003,226.65
2112,2016-12,Miscellaneous,899,13203.24
2113,2017-01,Container,1485,66642.88
2114,2017-01,Freighter,631,4178.49
2115,2017-01,Bulk Carrier,1452,71720.71
2116,2017-01,Tanker,2097,74696.33
2117,2017-01,Passenger,3774,4349.03
2118,2017-01,Barges,714,1139.07
2119,2017-01,Tug,890,225.55
2120,2017-01,Miscellaneous,882,12366.75
2121,2017-02,Container,1266,57311.55
2122,2017-02,Freighter,563,3502.05
2123,2017-02,Bulk Carrier,1297,65394.25
2124,2017-02,Tanker,1867,64420.07
2125,2017-02,Passenger,3326,4133.68
2126,2017-02,Barges,697,1113.77
2127,2017-02,Tug,818,203.15
2128,2017-02,Miscellaneous,832,11741.58
2129,2017-03,Container,1467,66042.59
2130,2017-03,Freighter,700,4116.27
2131,2017-03,Bulk Carrier,1363,67394.91
2132,2017-03,Tanker,2193,77171.09
2133,2017-03,Passenger,3728,5290.01
2134,2017-03,Barges,845,1375.13
2135,2017-03,Tug,1009,229.7
2136,2017-03,Miscellaneous,1013,12847.2
2137,2017-04,Container,1456,65813.65
2138,2017-04,Freighter,618,4135.39
2139,2017-04,Bulk Carrier,1392,69018.46
2140,2017-04,Tanker,2039,70158.82
2141,2017-04,Passenger,3694,3003.04
2142,2017-04,Barges,770,1215.3
2143,2017-04,Tug,927,201.46
2144,2017-04,Miscellaneous,1364,15918.74
2145,2017-05,Container,1535,73930.47
2146,2017-05,Freighter,677,3765.34
2147,2017-05,Bulk Carrier,1397,70810.12
2148,2017-05,Tanker,2049,73074.08
2149,2017-05,Passenger,3770,3157.28
2150,2017-05,Barges,752,1231.89
2151,2017-05,Tug,870,187.44
2152,2017-05,Miscellaneous,1605,17641.53
2153,2017-06,Container,1471,70277.11
2154,2017-06,Freighter,597,3999.96
2155,2017-06,Bulk Carrier,1379,69125.74
2156,2017-06,Tanker,2041,72507.16
2157,2017-06,Passenger,3812,2507.91
2158,2017-06,Barges,712,1163.44
2159,2017-06,Tug,842,178.38
2160,2017-06,Miscellaneous,1421,15728.6
2161,2017-07,Container,1501,73296.99
2162,2017-07,Freighter,594,3415.49
2163,2017-07,Bulk Carrier,1282,63236.32
2164,2017-07,Tanker,2037,77465.65
2165,2017-07,Passenger,3852,1838.48
2166,2017-07,Barges,809,1235.37
2167,2017-07,Tug,939,202.18
2168,2017-07,Miscellaneous,797,11354.18
2169,2017-08,Container,1531,74122.49
2170,2017-08,Freighter,576,3347.69
2171,2017-08,Bulk Carrier,1308,66924.55
2172,2017-08,Tanker,1990,74537.7
2173,2017-08,Passenger,3848,1683.25
2174,2017-08,Barges,857,1324.92
2175,2017-08,Tug,988,236.2
2176,2017-08,Miscellaneous,818,12212.76
2177,2017-09,Container,1501,73600.03
2178,2017-09,Freighter,557,3326.28
2179,2017-09,Bulk Carrier,1287,66536.2
2180,2017-09,Tanker,2003,72387.42
2181,2017-09,Passenger,3795,2489.57
2182,2017-09,Barges,791,1252.25
2183,2017-09,Tug,900,213.65
2184,2017-09,Miscellaneous,785,11613.81
2185,2017-10,Container,1479,72013.31
2186,2017-10,Freighter,634,3525.84
2187,2017-10,Bulk Carrier,1302,64270.55
2188,2017-10,Tanker,2013,72826.54
2189,2017-10,Passenger,3885,3143.51
2190,2017-10,Barges,789,1237.06
2191,2017-10,Tug,933,222.54
2192,2017-10,Miscellaneous,1514,17254.87
2193,2017-11,Container,1461,72421.57
2194,2017-11,Freighter,635,3280.86
2195,2017-11,Bulk Carrier,1269,65280.91
2196,2017-11,Tanker,2043,71131.9
2197,2017-11,Passenger,3775,4939.82
2198,2017-11,Barges,748,1170.71
2199,2017-11,Tug,883,234.05
2200,2017-11,Miscellaneous,1533,17734.24
2201,2017-12,Container,1510,74388.71
2202,2017-12,Freighter,645,3419.4
2203,2017-12,Bulk Carrier,1283,64626.08
2204,2017-12,Tanker,2039,75464.16
2205,2017-12,Passenger,4070,5354.01
2206,2017-12,Barges,733,1159.63
2207,2017-12,Tug,888,212.3
2208,2017-12,Miscellaneous,1638,20061.88
2209,2018-01,Container,1551,75652.09
2210,2018-01,Freighter,647,3113.19
2211,2018-01,Bulk Carrier,1418,73233.08
2212,2018-01,Tanker,2063,72409.91
2213,2018-01,Passenger,3797,5049.26
2214,2018-01,Barges,724,1108.16
2215,2018-01,Tug,856,194.05
2216,2018-01,Miscellaneous,1586,18884.52
2217,2018-02,Container,1391,69598.24
2218,2018-02,Freighter,525,3161.37
2219,2018-02,Bulk Carrier,1160,57524.63
2220,2018-02,Tanker,1878,70402.25
2221,2018-02,Passenger,3618,4946.64
2222,2018-02,Barges,572,894.22
2223,2018-02,Tug,687,179.45
2224,2018-02,Miscellaneous,1299,17540.81
2225,2018-03,Container,1512,72981.51
2226,2018-03,Freighter,648,3883.28
2227,2018-03,Bulk Carrier,1273,62314.74
2228,2018-03,Tanker,2109,76209.91
2229,2018-03,Passenger,4030,5655.74
2230,2018-03,Barges,749,1222.07
2231,2018-03,Tug,920,246.53
2232,2018-03,Miscellaneous,1305,16175.71
2233,2018-04,Container,1472,72330.99
2234,2018-04,Freighter,609,3757.44
2235,2018-04,Bulk Carrier,1295,65204.93
2236,2018-04,Tanker,2055,78273.39
2237,2018-04,Passenger,3844,4351.48
2238,2018-04,Barges,751,1140.94
2239,2018-04,Tug,865,212.42
2240,2018-04,Miscellaneous,1242,15737.08
2241,2018-05,Container,1554,76871.37
2242,2018-05,Freighter,619,3813.27
2243,2018-05,Bulk Carrier,1278,62348.74
2244,2018-05,Tanker,2007,72251.69
2245,2018-05,Passenger,3981,4166.7
2246,2018-05,Barges,766,1185.43
2247,2018-05,Tug,890,216.17
2248,2018-05,Miscellaneous,1130,15753.76
2249,2018-06,Container,1488,75492.81
2250,2018-06,Freighter,495,3015.99
2251,2018-06,Bulk Carrier,1196,59962.3
2252,2018-06,Tanker,1937,69664.68
2253,2018-06,Passenger,3861,4139.03
2254,2018-06,Barges,685,1034.02
2255,2018-06,Tug,779,175.62
2256,2018-06,Miscellaneous,751,13103.62
2257,2018-07,Container,1545,75340.43
2258,2018-07,Freighter,560,3076.08
2259,2018-07,Bulk Carrier,1208,61871.29
2260,2018-07,Tanker,2007,70818.02
2261,2018-07,Passenger,3935,2969.91
2262,2018-07,Barges,802,1255.28
2263,2018-07,Tug,873,196.69
2264,2018-07,Miscellaneous,675,10497.54
2265,2018-08,Container,1537,75184.39
2266,2018-08,Freighter,618,3319.78
2267,2018-08,Bulk Carrier,1217,62543.15
2268,2018-08,Tanker,1932,67582.94
2269,2018-08,Passenger,3958,2893.37
2270,2018-08,Barges,707,1085.53
2271,2018-08,Tug,808,205.97
2272,2018-08,Miscellaneous,612,9219.89
2273,2018-09,Container,1458,71508.35
2274,2018-09,Freighter,547,3087.95
2275,2018-09,Bulk Carrier,1289,68001.98
2276,2018-09,Tanker,2020,72194.24
2277,2018-09,Passenger,3841,4126.05
2278,2018-09,Barges,742,1149.79
2279,2018-09,Tug,836,205.36
2280,2018-09,Miscellaneous,634,10259.15
2281,2018-10,Container,1474,70930.54
2282,2018-10,Freighter,601,3568.56
2283,2018-10,Bulk Carrier,1257,64727.09
2284,2018-10,Tanker,2046,78066.25
2285,2018-10,Passenger,3927,4417.27
2286,2018-10,Barges,778,1246.06
2287,2018-10,Tug,857,221.8
2288,2018-10,Miscellaneous,689,9907.59
2289,2018-11,Container,1447,72008.49
2290,2018-11,Freighter,599,3364.85
2291,2018-11,Bulk Carrier,1200,60496.94
2292,2018-11,Tanker,2049,76682.55
2293,2018-11,Passenger,3848,5123.13
2294,2018-11,Barges,662,1003.89
2295,2018-11,Tug,749,215.96
2296,2018-11,Miscellaneous,633,9599.45
2297,2018-12,Container,1479,73064.14
2298,2018-12,Freighter,566,3361
2299,2018-12,Bulk Carrier,1284,64210.37
2300,2018-12,Tanker,2062,77065.64
2301,2018-12,Passenger,4174,5796.84
2302,2018-12,Barges,736,1102.49
2303,2018-12,Tug,844,185.5
2304,2018-12,Miscellaneous,578,10221.41
2305,2019-01,Container,1512,74322.98
2306,2019-01,Freighter,627,3695.91
2307,2019-01,Bulk Carrier,1391,72247.05
2308,2019-01,Tanker,2094,80815.86
2309,2019-01,Passenger,3910,5718.91
2310,2019-01,Barges,737,1153.68
2311,2019-01,Tug,847,210.75
2312,2019-01,Miscellaneous,560,10084.96
2313,2019-02,Container,1313,63391.58
2314,2019-02,Freighter,526,3105.69
2315,2019-02,Bulk Carrier,1179,59601.43
2316,2019-02,Tanker,1905,72734.08
2317,2019-02,Passenger,3673,5885.65
2318,2019-02,Barges,544,801.71
2319,2019-02,Tug,629,146.8
2320,2019-02,Miscellaneous,506,8893.39
2321,2019-03,Container,1509,73364.12
2322,2019-03,Freighter,604,3494.76
2323,2019-03,Bulk Carrier,1273,63463.79
2324,2019-03,Tanker,1978,71874.06
2325,2019-03,Passenger,4044,5677.94
2326,2019-03,Barges,714,1103.01
2327,2019-03,Tug,802,178.62
2328,2019-03,Miscellaneous,585,10248.95
2329,2019-04,Container,1471,72799.49
2330,2019-04,Freighter,567,3456.79
2331,2019-04,Bulk Carrier,1265,61229.94
2332,2019-04,Tanker,1974,73286.91
2333,2019-04,Passenger,3982,4431.32
2334,2019-04,Barges,661,1009.85
2335,2019-04,Tug,741,179.86
2336,2019-04,Miscellaneous,582,9637.51
2337,2019-05,Container,1506,75159.97
2338,2019-05,Freighter,591,3929.18
2339,2019-05,Bulk Carrier,1256,60467.67
2340,2019-05,Tanker,2121,79967.59
2341,2019-05,Passenger,4080,4645.61
2342,2019-05,Barges,677,1031.54
2343,2019-05,Tug,824,218.42
2344,2019-05,Miscellaneous,642,10033.76
2345,2019-06,Container,1429,74620.17
2346,2019-06,Freighter,505,3518.12
2347,2019-06,Bulk Carrier,1232,59336.25
2348,2019-06,Tanker,1980,74374.99
2349,2019-06,Passenger,3999,4002.03
2350,2019-06,Barges,617,978.47
2351,2019-06,Tug,740,169.22
2352,2019-06,Miscellaneous,636,10457.58
2353,2019-07,Container,1549,78148.73
2354,2019-07,Freighter,570,3566.5
2355,2019-07,Bulk Carrier,1296,65215.42
2356,2019-07,Tanker,2036,77788.88
2357,2019-07,Passenger,4040,2600.41
2358,2019-07,Barges,682,1062.02
2359,2019-07,Tug,768,199.35
2360,2019-07,Miscellaneous,613,10269.58
2361,2019-08,Container,1489,76068.56
2362,2019-08,Freighter,546,3474.57
2363,2019-08,Bulk Carrier,1381,69118.77
2364,2019-08,Tanker,1999,73994.75
2365,2019-08,Passenger,4220,2866.44
2366,2019-08,Barges,688,1071.89
2367,2019-08,Tug,782,197.21
2368,2019-08,Miscellaneous,634,9981.5
2369,2019-09,Container,1420,74213.12
2370,2019-09,Freighter,514,3708.02
2371,2019-09,Bulk Carrier,1437,76473.82
2372,2019-09,Tanker,2039,75480
2373,2019-09,Passenger,4018,3149.28
2374,2019-09,Barges,702,1081.62
2375,2019-09,Tug,789,190.43
2376,2019-09,Miscellaneous,628,10165.72
2377,2019-10,Container,1455,74303.54
2378,2019-10,Freighter,574,3186.29
2379,2019-10,Bulk Carrier,1415,75629.34
2380,2019-10,Tanker,2170,80638.06
2381,2019-10,Passenger,4176,3469.52
2382,2019-10,Barges,731,1123.9
2383,2019-10,Tug,808,193.67
2384,2019-10,Miscellaneous,697,11737.88
2385,2019-11,Container,1419,74495.41
2386,2019-11,Freighter,568,3110.79
2387,2019-11,Bulk Carrier,1338,68105.06
2388,2019-11,Tanker,2319,81374.88
2389,2019-11,Passenger,3978,5116.54
2390,2019-11,Barges,675,1089.03
2391,2019-11,Tug,790,221.41
2392,2019-11,Miscellaneous,656,11031.04
2393,2019-12,Container,1442,74170.53
2394,2019-12,Freighter,581,3946.43
2395,2019-12,Bulk Carrier,1470,74095.57
2396,2019-12,Tanker,2444,87524.44
2397,2019-12,Passenger,4001,6160.93
2398,2019-12,Barges,719,1146.08
2399,2019-12,Tug,814,197.81
2400,2019-12,Miscellaneous,677,11421.79
2401,2020-01,Container,1418,74664.13
2402,2020-01,Freighter,503,3333.91
2403,2020-01,Bulk Carrier,1455,78651.46
2404,2020-01,Tanker,2507,89245.66
2405,2020-01,Passenger,4195,6107.03
2406,2020-01,Barges,672,1118.73
2407,2020-01,Tug,762,208.92
2408,2020-01,Miscellaneous,622,10552.91
2409,2020-02,Container,1287,65183.11
2410,2020-02,Freighter,554,3522
2411,2020-02,Bulk Carrier,1322,68143.24
2412,2020-02,Tanker,2126,82209.61
2413,2020-02,Passenger,3550,5545.53
2414,2020-02,Barges,670,1061.71
2415,2020-02,Tug,779,181.62
2416,2020-02,Miscellaneous,591,8809.57
2417,2020-03,Container,1399,72789.16
2418,2020-03,Freighter,516,3642.52
2419,2020-03,Bulk Carrier,1446,72028.17
2420,2020-03,Tanker,2417,90083.91
2421,2020-03,Passenger,1945,1708.83
2422,2020-03,Barges,702,1135.78
2423,2020-03,Tug,799,187.28
2424,2020-03,Miscellaneous,603,9811.89
2425,2020-04,Container,1329,71068.99
2426,2020-04,Freighter,481,3015.72
2427,2020-04,Bulk Carrier,1272,64584.26
2428,2020-04,Tanker,2117,81431.11
2429,2020-04,Passenger,195,371.15
2430,2020-04,Barges,538,883.37
2431,2020-04,Tug,638,169.07
2432,2020-04,Miscellaneous,445,8830.66
2433,2020-05,Container,1262,68167.28
2434,2020-05,Freighter,442,2746.19
2435,2020-05,Bulk Carrier,1290,65048.54
2436,2020-05,Tanker,2108,78864.37
2437,2020-05,Passenger,133,456.38
2438,2020-05,Barges,418,670.19
2439,2020-05,Tug,501,158.61
2440,2020-05,Miscellaneous,428,7211.55
2441,2020-06,Container,1321,71659.29
2442,2020-06,Freighter,464,2917.27
2443,2020-06,Bulk Carrier,1289,65914.11
2444,2020-06,Tanker,2108,78448.56
2445,2020-06,Passenger,141,737.55
2446,2020-06,Barges,412,634.2
2447,2020-06,Tug,516,136.18
2448,2020-06,Miscellaneous,450,6881.01
2449,2020-07,Container,1340,71578.09
2450,2020-07,Freighter,492,3129.64
2451,2020-07,Bulk Carrier,1603,81755.35
2452,2020-07,Tanker,2225,86377.58
2453,2020-07,Passenger,140,1286.21
2454,2020-07,Barges,425,611.87
2455,2020-07,Tug,517,131.44
2456,2020-07,Miscellaneous,436,7134.59
2457,2020-08,Container,1342,73048.8
2458,2020-08,Freighter,483,3265.72
2459,2020-08,Bulk Carrier,1381,72880.95
2460,2020-08,Tanker,2157,84041.86
2461,2020-08,Passenger,144,2190.32
2462,2020-08,Barges,456,681.93
2463,2020-08,Tug,550,148.07
2464,2020-08,Miscellaneous,445,7749.01
2465,2020-09,Container,1287,72033.92
2466,2020-09,Freighter,463,3105.64
2467,2020-09,Bulk Carrier,1380,70527.71
2468,2020-09,Tanker,2150,82665.94
2469,2020-09,Passenger,143,2315.72
2470,2020-09,Barges,600,960.12
2471,2020-09,Tug,741,207.91
2472,2020-09,Miscellaneous,491,8643.3
2473,2020-10,Container,1263,71411.21
2474,2020-10,Freighter,482,3457.36
2475,2020-10,Bulk Carrier,1388,72451.63
2476,2020-10,Tanker,2131,81461.1
2477,2020-10,Passenger,152,2805.87
2478,2020-10,Barges,679,1090.82
2479,2020-10,Tug,785,184.57
2480,2020-10,Miscellaneous,622,10940.66
2481,2020-11,Container,1170,68673.59
2482,2020-11,Freighter,434,2800.61
2483,2020-11,Bulk Carrier,1331,70810.87
2484,2020-11,Tanker,2143,88614.09
2485,2020-11,Passenger,155,3502.72
2486,2020-11,Barges,674,1099.92
2487,2020-11,Tug,804,223.63
2488,2020-11,Miscellaneous,636,10542.23
2489,2020-12,Container,1195,70195
2490,2020-12,Freighter,461,3463
2491,2020-12,Bulk Carrier,1244,64897
2492,2020-12,Tanker,2168,88960
2493,2020-12,Passenger,181,4629
2494,2020-12,Barges,720,1225
2495,2020-12,Tug,831,196
2496,2020-12,Miscellaneous,679,11575
2497,2021-01,Container,1198,68405.92
2498,2021-01,Freighter,486,3931.81
2499,2021-01,Bulk Carrier,1358,69092.39
2500,2021-01,Tanker,2316,95689.15
2501,2021-01,Passenger,167,5711.14
2502,2021-01,Barges,666,1082.16
2503,2021-01,Tug,804,172.49
2504,2021-01,Miscellaneous,646,11248.32
2505,2021-02,Container,1137,63939.22
2506,2021-02,Freighter,426,3098.9
2507,2021-02,Bulk Carrier,1229,66367.4
2508,2021-02,Tanker,2110,86171.2
2509,2021-02,Passenger,146,4820.43
2510,2021-02,Barges,610,976.87
2511,2021-02,Tug,711,150.11
2512,2021-02,Miscellaneous,621,10996.74
2513,2021-03,Container,1199,67411.8
2514,2021-03,Freighter,513,3568.29
2515,2021-03,Bulk Carrier,1329,66268.49
2516,2021-03,Tanker,2203,88877.69
2517,2021-03,Passenger,177,5966.17
2518,2021-03,Barges,783,1396.04
2519,2021-03,Tug,876,183.04
2520,2021-03,Miscellaneous,708,11410.2
2521,2021-04,Container,1148,64340.24
2522,2021-04,Freighter,499,3542.31
2523,2021-04,Bulk Carrier,1326,67150.7
2524,2021-04,Tanker,2079,86881.95
2525,2021-04,Passenger,160,4265.66
2526,2021-04,Barges,759,1499.43
2527,2021-04,Tug,869,193.89
2528,2021-04,Miscellaneous,660,12080.64
2529,2021-05,Container,1109,65232.89
2530,2021-05,Freighter,415,2871.26
2531,2021-05,Bulk Carrier,1264,63131.46
2532,2021-05,Tanker,2079,85851.26
2533,2021-05,Passenger,138,6148.77
2534,2021-05,Barges,682,1335.63
2535,2021-05,Tug,791,203.12
2536,2021-05,Miscellaneous,733,13342.61
2537,2021-06,Container,1098,62802.33
2538,2021-06,Freighter,406,2459.9
2539,2021-06,Bulk Carrier,1252,64049.38
2540,2021-06,Tanker,1978,81383.61
2541,2021-06,Passenger,137,5471.59
2542,2021-06,Barges,747,1518.67
2543,2021-06,Tug,874,204.55
2544,2021-06,Miscellaneous,755,13553.49
2545,2021-07,Container,1077,62192.02
2546,2021-07,Freighter,403,2680.47
2547,2021-07,Bulk Carrier,1237,62493.52
2548,2021-07,Tanker,1975,82136.62
2549,2021-07,Passenger,145,4423.53
2550,2021-07,Barges,752,1547.54
2551,2021-07,Tug,862,198.99
2552,2021-07,Miscellaneous,795,13519.53
2553,2021-08,Container,1062,60467.64
2554,2021-08,Freighter,449,3206.83
2555,2021-08,Bulk Carrier,1265,65749.01
2556,2021-08,Tanker,1858,79382.02
2557,2021-08,Passenger,137,3799.4
2558,2021-08,Barges,777,1567.56
2559,2021-08,Tug,879,192.85
2560,2021-08,Miscellaneous,751,11769.2
2561,2021-09,Container,1075,59595.19
2562,2021-09,Freighter,429,2718.77
2563,2021-09,Bulk Carrier,1165,59860.56
2564,2021-09,Tanker,1865,81760.07
2565,2021-09,Passenger,110,3703.71
2566,2021-09,Barges,733,1193.57
2567,2021-09,Tug,794,183.86
2568,2021-09,Miscellaneous,747,12122.32
2569,2021-10,Container,1089,60507.52
2570,2021-10,Freighter,436,2823.58
2571,2021-10,Bulk Carrier,1211,67754.94
2572,2021-10,Tanker,1908,82368.5
2573,2021-10,Passenger,144,3718.53
2574,2021-10,Barges,734,1160.52
2575,2021-10,Tug,805,201.08
2576,2021-10,Miscellaneous,771,11507.21
2577,2021-11,Container,1072,62442.85
2578,2021-11,Freighter,448,2725.23
2579,2021-11,Bulk Carrier,1152,61253.76
2580,2021-11,Tanker,1963,86739.35
2581,2021-11,Passenger,137,3362.07
2582,2021-11,Barges,740,1193.14
2583,2021-11,Tug,799,178
2584,2021-11,Miscellaneous,819,13100.37
2585,2021-12,Container,1127,62586.63
2586,2021-12,Freighter,473,3004.97
2587,2021-12,Bulk Carrier,1126,58889.8
2588,2021-12,Tanker,2008,87300.15
2589,2021-12,Passenger,154,3947.22
2590,2021-12,Barges,771,1249.64
2591,2021-12,Tug,823,172.11
2592,2021-12,Miscellaneous,804,12664.24
2593,2022-01,Container,1142,62233.04
2594,2022-01,Freighter,464,3293.2
2595,2022-01,Bulk Carrier,1173,60977.16
2596,2022-01,Tanker,2014,90591.28
2597,2022-01,Passenger,143,3668.25
2598,2022-01,Barges,700,1104.17
2599,2022-01,Tug,779,154.49
2600,2022-01,Miscellaneous,798,12241.89
2601,2022-02,Container,1061,57894.29
2602,2022-02,Freighter,399,2870.24
2603,2022-02,Bulk Carrier,1038,54271.91
2604,2022-02,Tanker,1797,76284.37
2605,2022-02,Passenger,146,3199.32
2606,2022-02,Barges,618,999.83
2607,2022-02,Tug,670,145.99
2608,2022-02,Miscellaneous,711,11705.84
2609,2022-03,Container,1140,60669.44
2610,2022-03,Freighter,483,3031.3
2611,2022-03,Bulk Carrier,1175,60207.3
2612,2022-03,Tanker,1899,82423.17
2613,2022-03,Passenger,191,3208.58
2614,2022-03,Barges,754,1208.02
2615,2022-03,Tug,816,194.39
2616,2022-03,Miscellaneous,849,12143.09
2617,2022-04,Container,1167,62957.48
2618,2022-04,Freighter,465,2997.53
2619,2022-04,Bulk Carrier,1207,60326.28
2620,2022-04,Tanker,1984,83208.73
2621,2022-04,Passenger,474,2324.79
2622,2022-04,Barges,738,1178.37
2623,2022-04,Tug,799,176.61
2624,2022-04,Miscellaneous,774,12438.83
2625,2022-05,Container,1204,65382.84
2626,2022-05,Freighter,427,3056.87
2627,2022-05,Bulk Carrier,1344,70434.89
2628,2022-05,Tanker,2041,84433.42
2629,2022-05,Passenger,619,1868.45
2630,2022-05,Barges,669,1111
2631,2022-05,Tug,726,169.58
2632,2022-05,Miscellaneous,785,12940.58
2633,2022-06,Container,1221,65289.36
2634,2022-06,Freighter,448,2991.24
2635,2022-06,Bulk Carrier,1198,62456.24
2636,2022-06,Tanker,1979,83579.19
2637,2022-06,Passenger,1206,2986.29
2638,2022-06,Barges,703,1131.56
2639,2022-06,Tug,755,153.72
2640,2022-06,Miscellaneous,791,12012.56
2641,2022-07,Container,1250,67486.07
2642,2022-07,Freighter,434,3058.72
2643,2022-07,Bulk Carrier,1277,69533.94
2644,2022-07,Tanker,2030,88810.53
2645,2022-07,Passenger,1797,4333.73
2646,2022-07,Barges,706,1134.11
2647,2022-07,Tug,761,161.44
2648,2022-07,Miscellaneous,789,12276.83
2649,2022-08,Container,1289,67854.75
2650,2022-08,Freighter,454,3025.77
2651,2022-08,Bulk Carrier,1291,68387.35
2652,2022-08,Tanker,2070,88931.28
2653,2022-08,Passenger,1863,4135.92
2654,2022-08,Barges,695,1129.99
2655,2022-08,Tug,734,170.97
2656,2022-08,Miscellaneous,733,11313.82
2657,2022-09,Container,1201,64703.29
2658,2022-09,Freighter,466,3064.99
2659,2022-09,Bulk Carrier,1224,62451.31
2660,2022-09,Tanker,2014,84467.76
2661,2022-09,Passenger,1879,4085.02
2662,2022-09,Barges,710,1176.05
2663,2022-09,Tug,756,156.27
2664,2022-09,Miscellaneous,726,11309.58
2665,2022-10,Container,1278,68658.41
2666,2022-10,Freighter,510,3402.92
2667,2022-10,Bulk Carrier,1402,74320.21
2668,2022-10,Tanker,2121,88236.56
2669,2022-10,Passenger,2068,4256.49
2670,2022-10,Barges,703,1142.52
2671,2022-10,Tug,763,163.69
2672,2022-10,Miscellaneous,606,11020.33
2673,2022-11,Container,1249,67015.46
2674,2022-11,Freighter,506,3289.46
2675,2022-11,Bulk Carrier,1313,72099.03
2676,2022-11,Tanker,2084,89559.33
2677,2022-11,Passenger,2167,4137.37
2678,2022-11,Barges,693,1139.82
2679,2022-11,Tug,771,188.72
2680,2022-11,Miscellaneous,659,11048.79
2681,2022-12,Container,1295,70263.41
2682,2022-12,Freighter,529,3749.87
2683,2022-12,Bulk Carrier,1286,67968.33
2684,2022-12,Tanker,2096,86113.38
2685,2022-12,Passenger,2695,4506.3
2686,2022-12,Barges,706,1159.98
2687,2022-12,Tug,772,179.44
2688,2022-12,Miscellaneous,702,11257.55
2689,2023-01,Container,1325,71588.69
2690,2023-01,Freighter,484,3278.7
2691,2023-01,Bulk Carrier,1413,74993.56
2692,2023-01,Tanker,2192,90149.04
2693,2023-01,Passenger,2715,4686.24
2694,2023-01,Barges,601,975.59
2695,2023-01,Tug,674,168.17
2696,2023-01,Miscellaneous,631,11607.54
2697,2023-02,Container,1142,62170.93
2698,2023-02,Freighter,499,3049.96
2699,2023-02,Bulk Carrier,1248,66400.43
2700,2023-02,Tanker,1968,78939.11
2701,2023-02,Passenger,2367,4313.97
2702,2023-02,Barges,631,1021.04
2703,2023-02,Tug,688,190.87
2704,2023-02,Miscellaneous,659,10579.44
2705,2023-03,Container,1361,75950.87
2706,2023-03,Freighter,511,3607.3
2707,2023-03,Bulk Carrier,1327,67357.19
2708,2023-03,Tanker,2168,89483.63
2709,2023-03,Passenger,2697,5236.57
2710,2023-03,Barges,676,1075.53
2711,2023-03,Tug,752,186
2712,2023-03,Miscellaneous,778,11632.53
2713,2023-04,Container,1307,75549.58
2714,2023-04,Freighter,432,2793.76
2715,2023-04,Bulk Carrier,1496,76605.23
2716,2023-04,Tanker,2149,87367.32
2717,2023-04,Passenger,2596,4849.37
2718,2023-04,Barges,615,1022.39
2719,2023-04,Tug,676,141.58
2720,2023-04,Miscellaneous,716,10982.97
2721,2023-05,Container,1378,79699
2722,2023-05,Freighter,492,3536
2723,2023-05,Bulk Carrier,1529,79175
2724,2023-05,Tanker,2125,87119
2725,2023-05,Passenger,2662,4715
2726,2023-05,Barges,675,1144
2727,2023-05,Tug,738,201
2728,2023-05,Miscellaneous,725,11107
2729,2023-06,Container,1290,78206
2730,2023-06,Freighter,467,3011
2731,2023-06,Bulk Carrier,1420,71792
2732,2023-06,Tanker,2012,82039
2733,2023-06,Passenger,2689,4172
2734,2023-06,Barges,623,1038
2735,2023-06,Tug,680,135
2736,2023-06,Miscellaneous,664,9651
2737,2023-07,Container,1386,81062
2738,2023-07,Freighter,487,3642
2739,2023-07,Bulk Carrier,1492,79497
2740,2023-07,Tanker,2020,80372
2741,2023-07,Passenger,2688,4279
2742,2023-07,Barges,697,1155
2743,2023-07,Tug,749,175
2744,2023-07,Miscellaneous,677,10097
2745,2023-08,Container,1389,80328
2746,2023-08,Freighter,421,3352
2747,2023-08,Bulk Carrier,1554,83428
2748,2023-08,Tanker,2003,82170
2749,2023-08,Passenger,2632,3368
2750,2023-08,Barges,680,1099
2751,2023-08,Tug,718,148
2752,2023-08,Miscellaneous,673,9784
2753,2023-09,Container,1351,81577
2754,2023-09,Freighter,427,3305
2755,2023-09,Bulk Carrier,1487,79784
2756,2023-09,Tanker,1944,80749
2757,2023-09,Passenger,2664,3652
2758,2023-09,Barges,698,1156
2759,2023-09,Tug,761,161
2760,2023-09,Miscellaneous,712,10283
2761,2023-10,Container,1316,74908
2762,2023-10,Freighter,485,3689
2763,2023-10,Bulk Carrier,1590,81955
2764,2023-10,Tanker,2071,86945
2765,2023-10,Passenger,2701,3848
2766,2023-10,Barges,707,1164
2767,2023-10,Tug,755,175
2768,2023-10,Miscellaneous,739,10268
2769,2023-11,Container,1329,78490
2770,2023-11,Freighter,458,3147
